smiles,group,IC50_nM,pIC50
CC(C)CNc1cc(NCC(C)C)nc(NCC(C)C)n1,training,2400,5.620 
CC(C)CCc1cc(NCc2cccc3ccccc23)nc(NCC(C)C)n1,training,6700,5.174 
CC(C)CCc1cc(NCc2ccccc2)nc(NCC(C)C)n1,training,5800,5.237 
CC(C)CCc1cc(NCC(C)C)nc(NCc2cccc3ccccc23)n1,training,4100,5.387 
CC(C)CCc1cc(NCC(C)C)nc(NCc2ccccc2)n1,training,1800,5.745 
CCc1cc(NCC(C)C)nc(NCC(C)C)n1,training,7300,5.137 
CC(C)CNc1cc(CCc2cccc3ccccc23)nc(NCC(C)C)n1,training,2100,5.678 
CC(C)CCc1cc(NCc2ccccc2)nc(NCc3ccccc3)n1,training,8300,5.081 
CC(C)CCc1cc(NCC(C)C)nc(NCC(C)C)n1,training,3100,5.509 
CCCCc1cc(NCCC)nc(NCCC)n1,training,13000,4.886 
CC(C)CNc1nc(CCc2ccccc2)cc(NCc3ccccc3)n1,training,1900,5.721 
CC(C)CNc1cc(CCc2ccccc2)nc(NCc3ccccc3)n1,training,4500,5.347 
CC(C)CNc1nc(NCc2ccccc2)cc(\C=C\c3ccccc3)n1,training,9800,5.009 
CC(C)CNc1cc(\C=C\c2ccccc2)nc(NCc3ccccc3)n1,training,12000,4.921 
CC(C)CNc1cc(CCc2ccccc2)nc(NCC(C)C)n1,training,2100,5.678 
NC(=N)N\N=C\C1=C(Cl)c2ccccc2CC1,training,5500,5.260 
CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)c5ccc(cc5)N(C)C,training,5000,5.301 
CC(C)OC(=O)C1=CN(CC(C)(C)c2c1[nH]c3ccccc23)C(=O)c4ccc(F)c(F)c4,training,10000,5.000 
C(CN1CCC1)Oc2ccc(cc2)C3=C(CCOc4ccccc34)c5ccccc5,training,8.77,8.057 
Oc1ccc(cc1)C2=C(c3ccc(OCCN4CCC4)cc3)c5ccccc5OCC2,training,1.9,8.721 
COc1ccc2C(=C(CCOc2c1)c3ccc(O)cc3)c4ccc(OCCN5CCC5)cc4,training,6.7,8.174 
COc1ccc2C(=C(CCOc2c1)c3ccc(O)cc3)c4ccc(OCCN5CCCC5)cc4,training,10.3,7.987 
Oc1ccc(cc1)C2=C(c3ccc(OCCN4CCCC4)cc3)c5ccc(O)cc5OCC2,training,8.4,8.076 
Fc1ccc2C(=C(CCOc2c1)c3ccccc3)c4ccc(OCCN5CCCC5)cc4,training,16.2,7.790 
Oc1ccc(cc1)C2=C(c3ccc(OCCN4CCCC4)cc3)c5ccc(F)cc5OCC2,training,10.4,7.983 
Oc1cccc(c1)C2=C(c3ccc(OCCN4CCCC4)cc3)c5ccc(F)cc5OCC2,training,14,7.854 
Fc1ccc(cc1)C2=C(c3ccc(OCCN4CCCC4)cc3)c5ccc(F)cc5OCC2,training,126,6.900 
Oc1ccc(cc1)C2=C(c3ccc(OCCN4CCCCC4)cc3)c5ccc(F)cc5OCC2,training,6.5,8.187 
Oc1ccc(cc1)C2=C(CCOc3cc(F)ccc23)c4ccc(OCCN5CCCC5)cc4,training,5.57,8.254 
C\C(=C(\Cl)/c1ccccc1)\C=N\NC(=N)N,training,37000,4.432 
NC(=N)N\N=C\C1=C(Cl)c2ccccc2CCC1,training,16000,4.796 
COc1cc2oc(cc2cc1O)c3ccc(O)cc3O,training,46,7.337 
COc1cc(O)c2c(C=O)c(oc2c1)c3ccc(O)cc3O,training,43,7.367 
CC(=CCc1c(O)c(CC(O)C(=C)C)c(O)c2C(=O)C(=COc12)c3ccc(O)c(O)c3)C,training,29000,4.538 
CC(=CCc1c(O)c2C(=O)C(=COc2c3CC(Oc13)C(C)(C)O)c4ccc(O)c(O)c4)C,training,13000,4.886 
CC(=CCc1c(O)c(CC(O)C(=C)C)c2OC=C(C(=O)c2c1O)c3ccc(O)c(O)c3)C,training,18000,4.745 
CC[C@@]12C[C@H](O)[C@@](O)(C[C@H]1CCc3cc(O)ccc23)c4ccccc4,training,3400,5.469 
CC[C@@]12CC[C@@](O)(C[C@H]1CCc3cc(OCc4ccncc4)ccc23)C#CC,training,670,6.174 
CC[C@@]12CC[C@@](O)(C[C@H]1CCc3cc(O)ccc23)C#CC,training,89,7.051 
CC#C[C@@]1(O)CC[C@]2(CC=C)[C@H](CCc3cc(O)ccc23)C1,training,93,7.032 
Oc1ccc2C(=C(Cc3ccccc3)C(=O)Oc2c1)C(F)(F)F,training,1000,6.000 
Cc1cccc(SCC2=CC(=O)Oc3cc(O)ccc23)n1,training,50000,4.301 
Cn1cc(nn1)[C@]2(O)CC[C@H]3[C@@H]4CCc5cc(O)ccc5[C@H]4CC[C@]23C,training,400,6.398 
COc1cc2[C@H]3CC[C@@]4(C)[C@@H](CCC4=O)[C@@H]3CCc2cc1O,training,11000,4.959 
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)c(Cl)cc34)[C@@H]1CCCC2=O,training,770,6.114 
COc1cc2[C@H]3CC[C@@]4(C)[C@@H](CCCC4=O)[C@@H]3CCc2cc1O,training,6200,5.208 
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCN6CCCCC6)cc5,training,1.1,8.959 
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCN6CCCC6)cc5,training,1.2,8.921 
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCN6CCSCC6)cc5,training,1.2,8.921 
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCN6CCOCC6)cc5,training,1.6,8.796 
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCN6CCCCCC6)cc5,training,2.2,8.658 
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCN6CCCCCC6)cc5,training,2.4,8.620 
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCN6CCCC6)cc5,training,2.5,8.602 
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCCN6C(=O)CCC6=O)cc5,training,2.63,8.580 
CN(C)CCOc1ccc(cc1)[C@H]2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4,training,3.3,8.481 
Oc1ccc2C3=C(CCOc2c1)c4ccc(F)cc4O[C@@H]3c5ccc(OCCN6CCCCCC6)cc5,training,3.3,8.481 
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCN6CCCCC6)cc5,training,3.4,8.469 
Oc1ccc2C3=C(CCOc2c1)c4ccccc4O[C@H]3c5ccc(OCCN6CCCCC6)cc5,training,4.2,8.377 
COc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCN6CCCCC6)cc5,training,4.2,8.377 
Oc1ccc2C3=C(CCOc2c1)c4ccccc4O[C@H]3c5ccc(OCCN6CCCCCC6)cc5,training,4.5,8.347 
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCN6C(=O)CCC6=O)cc5,training,4.8,8.319 
COC(=O)COc1ccc(cc1)C2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4,training,4.8,8.319 
CCN(CC)CCOc1ccc(cc1)[C@H]2Oc3ccccc3C4=C2c5ccc(O)cc5OCC4,training,5,8.301 
CCN(CC)CCOc1ccc(cc1)[C@H]2Oc3cc(F)ccc3C4=C2c5ccc(O)cc5OCC4,training,5,8.301 
Oc1ccc2C3=C(CCOc2c1)c4ccc(F)cc4O[C@H]3c5ccc(OCCN6CCCCCC6)cc5,training,5,8.301 
CC(C)N(CCOc1ccc(cc1)[C@H]2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4)C(C)C,training,5.4,8.268 
CC(C)N(CCOc1ccc(cc1)[C@@H]2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4)C(C)C,training,5.6,8.252 
Oc1ccc2C3=C(CCOc2c1)c4ccccc4O[C@@H]3c5ccc(OCCN6CCCCC6)cc5,training,5.8,8.237 
COc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCN6CCCCC6)cc5,training,5.8,8.237 
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCN6C(=O)CCC6=O)cc5,training,6.2,8.208 
Oc1ccc2C3=C([C@@H](Oc2c1)c4ccc(OCCN5CCCCC5)cc4)c6ccccc6OCC3,training,6.3,8.201 
COc1ccc2C3=C([C@@H](Oc2c1)c4ccc(OCCN5CCCCC5)cc4)c6ccc(O)cc6OCC3,training,6.3,8.201 
CCN(CC)CCOc1ccc(cc1)[C@@H]2Oc3cc(F)ccc3C4=C2c5ccc(O)cc5OCC4,training,7,8.155 
CN1CCN(CCOc2ccc(cc2)[C@H]3Oc4cc(O)ccc4C5=C3c6ccc(O)cc6OCC5)CC1,training,8.7,8.060 
CCN(CC)CCOc1ccc(cc1)[C@@H]2Oc3ccccc3C4=C2c5ccc(O)cc5OCC4,training,9,8.046 
COc1ccc2C3=C([C@H](Oc2c1)c4ccc(OCCN5CCCCC5)cc4)c6ccc(O)cc6OCC3,training,9,8.046 
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCN6CCOCC6)cc5,training,10,8.000 
CN(C)CCOc1ccc(cc1)[C@@H]2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4,training,11,7.959 
Oc1ccc2C3=C(CCOc2c1)c4ccccc4O[C@@H]3c5ccc(OCCN6CCCCCC6)cc5,training,11,7.959 
CN(C)CCOc1ccc(cc1)[C@@H]2Oc3cc(O)ccc3C4=C2c5ccccc5OCC4,training,11.1,7.955 
CN(C)CCOc1ccc(cc1)[C@@H]2Oc3ccccc3C4=C2c5ccc(O)cc5OCC4,training,13,7.886 
CN(C)CCOc1ccc(cc1)[C@H]2Oc3ccccc3C4=C2c5ccc(O)cc5OCC4,training,16,7.796 
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCCN6CCCCC6)cc5,training,22,7.658 
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCCN6C(=O)CCC6=O)cc5,training,40.97,7.388 
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCCN6CCCCC6)cc5,training,55,7.260 
COc1ccc2C3=C(CCOc2c1)c4ccc(OC)cc4O[C@@H]3c5ccc(OCCN6CCCCC6)cc5,training,64,7.194 
Oc1ccc2C3=C([C@H](Oc2c1)c4ccc(OCCN5CCCCCC5)cc4)c6ccccc6OCC3,training,85,7.071 
Oc1ccc2C3=C([C@H](Oc2c1)c4ccc(OCCN5CCCCC5)cc4)c6ccccc6OCC3,training,100,7.000 
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCN6CCSCC6)cc5,training,111,6.955 
OC(=O)CCOc1ccc(cc1)[C@H]2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4,training,120,6.921 
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5cccc(OCCN6CCCCC6)c5,training,150,6.824 
CN(C)CCOc1ccc(cc1)[C@H]2Oc3cc(O)ccc3C4=C2c5ccccc5OCC4,training,180,6.745 
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5cccc(OCCN6CCCCC6)c5,training,190,6.721 
OCCOc1ccc(cc1)C2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4,training,310,6.509 
CN1CCN(CCOc2ccc(cc2)[C@@H]3Oc4cc(O)ccc4C5=C3c6ccc(O)cc6OCC5)CC1,training,312,6.506 
OCCCOc1ccc(cc1)C2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4,training,326,6.487 
OC(=O)CCOc1ccc(cc1)[C@@H]2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4,training,580,6.237 
Oc1ccc2C3=C([C@@H](Oc2c1)c4ccc(OCCN5CCCCCC5)cc4)c6ccccc6OCC3,training,4,8.398 
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4OC3c5ccc(OCCN6CCCCC6)cc5,training,13,7.886 
Oc1ccc2C3=C(CCCOc2c1)c4ccc(O)cc4OC3c5ccc(OCCN6CCCCC6)cc5,training,23,7.638 
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)c5ccc6COCc6c5,training,74.3,7.129 
Cc1ccc(cc1)S(=O)(=O)N2Cc3ccc(cc3C2)[C@]4(O)CC[C@H]5[C@@H]6CCc7cc(O)ccc7[C@H]6CC[C@]45C,training,341.19,6.467 
CCOC(=O)C1(Cc2ccc(cc2C1)[C@]3(O)CC[C@H]4[C@@H]5CCc6cc(O)ccc6[C@H]5CC[C@]34C)C#N,training,47.53,7.323 
CCOC(=O)C1(Cc2ccc(cc2C1)[C@]3(O)CC[C@H]4[C@@H]5CCc6cc(O)ccc6[C@H]5CC[C@]34C)C(=O)C,training,245.47,6.610 
CC(=O)C1(Cc2ccc(cc2C1)[C@]3(O)CC[C@H]4[C@@H]5CCc6cc(O)ccc6[C@H]5CC[C@]34C)C(=O)C,training,243.22,6.614 
CCOC(=O)C1(Cc2ccc(cc2C1)[C@]3(O)CC[C@H]4[C@@H]5CCc6cc(O)ccc6[C@H]5CC[C@]34C)C(=O)OCC,training,492.04,6.308 
Oc1cccc2c(OC(=O)c3ccc(Cl)cc3Cl)cccc12,training,1200,5.921 
COc1ccc(cc1)C(=O)Oc2cccc3c(O)cccc23,training,795,6.100 
COC(=O)C(C)N1C(=O)S\C(=C\c2ccc(O)c(Cl)c2)\C1=O,training,2320,5.635 
Cc1ccc(cc1)C(=O)C2=C(O)C(=O)N(C2c3ccc(Br)cc3)c4ccc(O)cc4,training,6130,5.213 
Oc1ccc(cc1)N2C(=O)c3ccc(Br)cc3C2=O,training,7980,5.098 
Oc1ccc(\C=C\C(=O)c2ccc(Br)cc2)cc1,training,4660,5.332 
Cc1ccc(cc1)C(=O)Oc2cccc3c(O)cccc23,training,31600,4.500 
COc1ccc(CCCc2ccc(O)cc2)c(O)c1,training,8100,5.092 
CC(=CCc1c(O)c(O)cc([C@H]2CCc3ccc(O)cc3O2)c1CC=C(C)C)C,training,151100,3.821 
CC(=CCc1c(O)c(O)ccc1[C@H]2CCc3ccc(O)cc3O2)C,training,57200,4.243 
Oc1ccc(cc1)[C@H]2CCc3ccc(O)cc3O2,training,26200,4.582 
CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]45CCC(=O)O5)[C@H]13,training,5702,5.244 
OC(=O)\C=C\c1ccc2c(C(=O)c3ccc(OCCN4CCCCC4)cc3)c(sc2c1)c5ccc(O)cc5,training,82,7.086 
Oc1ccc2nc(c3ccccc3)n(Cc4ccc(OCCN5CCCCC5)cc4)c2c1,training,310,6.509 
Oc1ccc(cc1)c2nc3ccccc3n2Cc4ccc(OCCN5CCCCC5)cc4,training,5100,5.292 
OCC1=Nc2cc3CCC(N(CC#C)c4ccc(cc4)C(=O)N[C@@H](CCC(=O)N[C@H](CCC(=O)O)C(=O)O)C(=O)O)c3cc2C(=O)N1,training,1,9.000 
COc1ccc(cc1)c2oc(SC\C(=C(\C#N)/C(=N)C)\O)nn2,training,30035.9,4.522 
Cc1ccc(cc1)c2nnc(S)n2\N=C\C=C/c3ccccc3[N+](=O)[O-],training,7316.61,5.136 
Oc1c(\C=N\c2cccc3cccnc23)sc4ccccc14,training,5150.58,5.288 
Cc1nn(c2ccccc2)c3sc(cc13)C(=O)OCN4C(=O)c5ccccc5C4=O,training,9753.2,5.011 
CCCCn1c(NC(=O)CC)c(C#N)c2nc3ccccc3nc12,training,23363.69,4.631 
Cn1c(SCC2=CC(=O)N3C=C(Br)C=CC3=N2)nnc1C4COc5ccccc5O4,training,25164.82,4.599 
CC1Cc2ccccc2N1C(=O)CSc3nnc(NC(=O)Cc4cccs4)s3,training,34005.5,4.468 
COC(=O)c1oc2ccc(Br)cc2c1NC(=O)CCCN3C(=O)c4ccccc4C3=O,training,42271,4.374 
O=Cc1cn(nc1C2=Cc3c(OC2=O)ccc4ccccc34)c5ccccc5,training,19621.4,4.707 
FC(F)(F)c1cc(nc2c(Br)c(nn12)C(=O)NCc3occc3)c4cccs4,training,36895.07,4.433 
O=C(CSc1nnc(SCC(=O)c2occc2)s1)c3occc3,training,21230.64,4.673 
CC(=O)Nc1ccc2nc(C)cc(O)c2c1,training,20985.72,4.678 
O=C(CN1C(=O)N(Cc2occc2)C(=O)c3c4CCCCCc4sc13)Nc5ccccc5,training,7237.52,5.140 
O=C(N1CCc2ccccc2C1)c3cc(on3)c4occc4,training,32511.45,4.488 
Cc1ccc(cc1C)n2nnnc2SCC(=O)Nc3ccc4C(=O)OCc4c3,training,27088.64,4.567 
CN1C(=O)\C(=C\2/SC(=NC2=O)Nc3cccc(C)c3C)\c4ccccc14,training,32901.38,4.483 
O=C(COC(=O)CCC(=O)c1cccs1)NCc2occc2,training,11931.11,4.923 
Cc1oc(\C=C\2/Sc3nc(nn3C2=O)c4occc4)cc1,training,13880.77,4.858 
OC(=O)c1cc(nc2ccccc12)c3occc3,training,23428.56,4.630 
Cc1occc1C(=O)NCc2cccc(CNC(=O)c3ccoc3C)c2,training,19679.97,4.706 
O=C(Nc1cccc(c1)C(=O)Nc2cccc(c2)c3cnc4ccccc4n3)c5occc5,training,13131.83,4.882 
Cc1oc(cc1)C2CC(=O)N3CN(CSC3=C2C#N)c4cccc(C)c4,training,3548.86,5.450 
CCOC(=O)c1c(C)oc2c3ccccc3c(O)c(\C=N\C4CCS(=O)(=O)C4)c12,training,16011.5,4.796 
C=CCN1C(=O)C(=CC2=C1N=C3C=CC=CN3C2=O)C#N,training,44689.26,4.350 
Cc1ccc(cc1)S(=O)(=O)Cc2oc(cc2)C(=O)NCc3ccc4OCOc4c3,training,37494.74,4.426 
COc1ccc(Cl)cc1NC(=O)c2ocnc2C,training,24949.8,4.603 
COc1ccc(cc1OC)C2CC(=NN2S(=O)(=O)C)c3c(O)nc4ccc(Cl)cc4c3c5ccccc5,training,12439.15,4.905 
COc1ccc(NC(=O)c2occc2)cc1N,training,36096.23,4.443 
CCCN(CCC)S(=O)(=O)c1ccc(NC(=O)Cc2cccs2)cc1,training,16658.15,4.778 
CCn1c(SCC(=O)c2oc(CNC(=O)C)cc2)nnc1c3cccs3,training,42693.84,4.370 
Cc1ccc2nc(O)c(cc2c1)c3nc4ccccn4c3NCc5occc5,training,25697.66,4.590 
O\C(=C(/C#N)\c1nc2ccccc2[nH]1)\Nc3ccc(Cl)cc3,training,27058.62,4.568 
CCCNC(=O)c1ccc(s1)c2nc3ccccc3s2,training,30294.34,4.519 
O=C(Nc1cccc(c1)c2cn3cccnc3n2)c4ccc5OCOc5c4,training,6674.21,5.176 
CCCN1N=C(C(=O)OCC(=O)c2ccc3OCC(=O)Nc3c2)c4ccccc4C1=O,training,37919.19,4.421 
Cc1ccc2[nH]c(nc2c1)\C(=C/c3ccc(N4CCCCC4)c(c3)[N+](=O)[O-])\C#N,training,4234.1,5.373 
CCOC(=O)Nc1on[n+](c1)N2CCOCC2,training,24673.94,4.608 
NC(=O)C1(CCN(CC1)c2nc(cs2)c3ccc(Br)cc3)N4CCCCC4,training,37793.76,4.423 
COc1ccc2c(c1)C(=O)Oc3cc(OCC(=O)N4CCC(C)CC4)ccc23,training,11679.9,4.933 
CCc1nnc2SCC(=Nn12)c3oc(cc3)c4cc(Cl)ccc4Cl,training,43982.45,4.357 
Cc1nc2sccn2c1c3nc(cs3)c4oc5ccccc5c4,training,10678.49,4.971 
CCOP(=O)(OCC)C1(NS(=O)(=O)c2ccccc2)C=C(Cl)C(=O)c3ccccc13,training,12589.04,4.900 
Oc1c(Cl)cc(Cl)c(Cl)c1Cc2c(O)c(Cl)cc(Cl)c2Cl,training,2161.56,5.665 
NC(=O)c1c2CCCc2sc1NC(=O)c3oc4ccccc4c3,training,23481.56,4.629 
Cc1cc(c2nn3c(nnc3s2)c4ccccc4)c5ccccc5n1,training,21552.69,4.666 
COC(=O)c1ccc2C(=O)N(CCCCCC(=O)NCc3ccc4OCOc4c3)C(=O)Nc2c1,training,14798.06,4.830 
COCCNC(=O)c1c(N)n(\N=C\c2cccs2)c3nc4ccccc4nc13,training,11198.21,4.951 
CCC1(C)NC(=O)N(CC(=O)Nc2sc3CCCc3c2C(=O)N)C1=O,training,18237,4.739 
Cc1onc(c1)C(=O)OCC(=O)c2ccc(Br)s2,training,36204.48,4.441 
CC1=Nc2ccccc2C(=O)N1\N=C\c3c(O)ccc4oc5CCCCc5c34,training,29165.61,4.535 
CCc1cccc2c(c[nH]c12)C(=O)Cn3nnc(n3)c4ccc(OC)c(OC)c4,training,10290.89,4.988 
CC(C)CN(C1CCS(=O)(=O)C1)C(=O)COC(=O)c2cc3CCCc3s2,training,2947.59,5.531 
CC(=N)\C(=C(\O)/CSc1oc(nn1)c2ccc(OC(F)F)cc2)\C#N,training,46575.4,4.332 
O=C(Cc1cn2ccsc2n1)OCc3nc4ccccc4s3,training,6975.21,5.156 
CCn1c(SCC(=O)Nc2ccc3c(oc4ccccc34)c2)nnc1c5ccc(N)cc5,training,11721.75,4.931 
CCN(c1ccccc1)S(=O)(=O)c2ccc3ncc(C(=O)NCCOC)c(O)c3c2,training,27893.48,4.554 
Cc1ccc(cc1)c2csc(NC(=O)c3oncc3)n2,training,7189.32,5.143 
CCOC(=O)C1=C(C)S\C(=C/N(C)C)\C1=O,training,40298,4.395 
CCc1ccc(NC(=O)c2noc3CCCc23)cc1,training,7938.99,5.100 
O=C(Cc1ccc(s1)S(=O)(=O)N2CCOCC2)Nc3nc4CCCCc4s3,training,4691.78,5.329 
CN1C(=O)CSc2ccc(NC(=O)N3CCC(CC3)N4CCCCC4)cc12,training,11810.48,4.928 
CCn1c2ccccc2c3cc(NC(=O)CSc4nnc(c5ccc(OC)cc5)n4N)ccc13,training,12230.2,4.913 
CCCc1nnc2SCC(=Nn12)c3oc(cc3)c4cc(Cl)ccc4Cl,training,13388.26,4.873 
Cc1ccccc1NC(=O)CSc2nnc(c3occc3)c(n2)c4occc4,training,14882.2,4.827 
O=C(CSc1nc(ccc1C#N)c2cccnc2)Nc3sc4CCCc4c3C#N,training,14973.67,4.825 
NC(=S)N1NC(=C(\N=N\c2ccc(O)cc2)C1=O)c3ccc(cc3)[N+](=O)[O-],training,11020.03,4.958 
Clc1ccc(COc2ccc(cc2)c3oc(NCc4cccnc4)c(n3)C#N)cc1,training,37410.11,4.427 
Cc1ccc(cc1)c2nnc3SCC(=Nn23)c4ccc(Br)cc4,training,42307.93,4.374 
CCc1cc2C(=O)N(CC=C)C(=Nc2s1)SCC(=O)NC(=O)NCc3occc3,training,10088.75,4.996 
COc1cccc2C=C(C(=O)Oc12)c3cn4ccc(C)cc4n3,training,7851.33,5.105 
COc1ccc(CN2C(=O)Nc3cc(ccc3C2=O)C(=O)NCc4ccc5OCOc5c4)cc1,training,18879.08,4.724 
CCOP(=O)(OCC)C1(NS(=O)(=O)c2ccccc2)C=C(Br)C(=O)c3ccccc13,training,8688.31,5.061 
[O-][N+](=O)c1ccc(Oc2cccc(\C=N\NC(=O)c3cncc(Br)c3)c2)c(c1)[N+](=O)[O-],training,27852.14,4.555 
O=C1Oc2ccccc2N1CCn3c4ccccc4c5nc6ccccc6nc35,training,17942.59,4.746 
COc1ccc(cc1)C2C=C(Nc3nc(NC(=O)C)nn23)c4ccc(Cl)cc4,training,21884.48,4.660 
CCOC(=O)Cc1cc(O)n2nc(cc2n1)c3ccc(C)cc3,training,13917,4.856 
Cc1oc(cc1)c2cc(C(=O)NCc3occc3)c4ccccc4n2,training,6844.46,5.165 
CC(OC(=O)COc1ccc(Cl)cc1C)C(=O)N(C)C,training,36973.41,4.432 
CC1CCN(Cc2c(O)c(Cl)cc3C(=CC(=O)Oc23)C)CC1,training,23727.96,4.625 
COc1cc(NC(=O)CSC2=Nc3ccccc3C(=O)N2C)ccc1NC(=O)c4occc4,training,32541.21,4.488 
FC(F)Oc1ccc(cc1)c2oc(SCC(=O)NC(=O)NCc3occc3)nn2,training,11595.85,4.936 
CCN=C1C=CC(=CC(=C1O)C(=O)\C=C\c2ccccc2Cl)Br,training,3106.81,5.508 
COc1ccc2[nH]c3C4=Nc5ccccc5C(=O)N4CCc3c2c1,training,17183.79,4.765 
CCc1ccc2nc(O)c(cc2c1)C3C(=C(N)Oc4c3ccc5cccnc45)C#N,training,11260.79,4.948 
CC(=O)c1cccc(NC(=O)CN2C(=O)NC3(CCCCCCC3)C2=O)c1,training,48193.15,4.317 
Cc1ccnc(NS(=O)(=O)c2ccc(NC(=O)Cc3cccs3)cc2)n1,training,12207.84,4.913 
Clc1cccc(c1)N2CCN(CC2)C(=O)CCCN3C(=S)Nc4ccccc4C3=O,training,5732.94,5.242 
CNc1nnc(s1)C2=Cc3cc(Cl)ccc3OC2=O,training,11057.83,4.956 
COc1ccc2cc3c(N)nn(C(=O)Cc4ccc(Cl)cc4)c3nc2c1,training,24783.3,4.606 
CC1=CC=CN2C(=O)C3=C(N=C12)N(C(=O)C(=C3)C#N)c4ccc(C)cc4,training,30868.34,4.510 
NCCNc1nc(NCc2ccccc2)c3CN(Cc4ccccc4)CCc3c1C#N,training,11823.92,4.927 
Cc1onc(NC(=O)CSc2cn(CCNC(=O)c3ccc(Cl)cc3)c4ccccc24)c1,training,24868.99,4.604 
COc1cccc(c1)c2nnc(NC(=O)Cc3cccs3)s2,training,19078.24,4.719 
CCCSc1nc(C)c(cc1C#N)c2csc(n2)C(=C3CCCC3)C#N,training,9342.81,5.030 
O=C(Nc1nc(cs1)c2nc3ccccc3s2)C4COc5ccccc5O4,training,25091.32,4.600 
O=C(CSc1n[nH]c(n1)c2ccc(cc2)S(=O)(=O)N3CCCCC3)Nc4nccs4,training,47183.03,4.326 
Cc1ccc(cc1)S(=O)(=O)Cc2oc(cc2)C(=O)O,training,18120.82,4.742 
O=C(Cc1coc2cc3CCCc3cc12)OCC4=CC(=O)N5C(=N4)Sc6ccccc56,training,4827.43,5.316 
Cc1cccc(N2CCN(CC2)c3nc4ccccc4n5cnnc35)c1C,training,38786.33,4.411 
Cc1ccc(C(=O)CSC2=C(C#N)C(CC(=O)N2)c3occc3)c(C)c1,training,26539.63,4.576 
Cc1snc2sc(C(=O)c3ccc(Br)cc3)c(N)c12,training,28223.33,4.549 
Oc1ccc(\C=N\c2ccc(cc2)N3CCOCC3)c(O)c1,training,30385.19,4.517 
CCOC(=O)c1c(C)c(C)sc1Nc2nc(C)c(s2)C(=O)NC,training,42306.76,4.374 
COc1ccc2c(c1)C(=O)Oc3cc4oc(C)c(C)c4cc23,training,6904.21,5.161 
COc1ccc(OC)c(\C=N\c2oc(c3occc3)c(c4occc4)c2C#N)c1,training,16276.25,4.788 
O=C(Cc1cccs1)Nc2ccccn2,training,13428.48,4.872 
Cc1sc2ncnc(NCc3occc3)c2c1C,training,35280.43,4.452 
Cc1c([nH]c2CC(CC(=O)c12)c3occc3)C(=O)OCC4CCCO4,training,32131.94,4.493 
CCOc1cccc2C=C(C(=O)Oc12)c3nnc(NCc4occc4)s3,training,26786.91,4.572 
Cc1onc(C)c1COc2ccc(cc2)C(=O)OCC(=O)N3c4ccccc4NC(=O)C3(C)C,training,8736.14,5.059 
